wavelength_nm,srf
2.257000000000000000e+03,9.972609877586364746e-01
2.258000000000000000e+03,9.943559765815734863e-01
2.259000000000000000e+03,9.911270141601562500e-01
2.260000000000000000e+03,9.877470135688781738e-01
2.261000000000000000e+03,9.843490123748779297e-01
2.262000000000000000e+03,9.860370159149169922e-01
2.263000000000000000e+03,9.891319870948791504e-01
2.264000000000000000e+03,9.845359921455383301e-01
2.265000000000000000e+03,9.780240058898925781e-01
2.266000000000000000e+03,9.750189781188964844e-01
2.267000000000000000e+03,9.727939963340759277e-01
2.268000000000000000e+03,9.741680026054382324e-01
2.269000000000000000e+03,9.765400290489196777e-01
2.270000000000000000e+03,9.761989712715148926e-01
2.271000000000000000e+03,9.752060174942016602e-01
2.271999755859375000e+03,9.744089841842651367e-01
2.273000000000000000e+03,9.736620187759399414e-01
2.274000000000000000e+03,9.675019979476928711e-01
2.275000000000000000e+03,9.598950147628784180e-01
2.276000000000000000e+03,9.569429755210876465e-01
2.277000000000000000e+03,9.550949931144714355e-01
2.278000000000000000e+03,9.550849795341491699e-01
2.279000000000000000e+03,9.555879831314086914e-01
2.280000000000000000e+03,9.471949934959411621e-01
2.281000000000000000e+03,9.366499781608581543e-01
2.282000000000000000e+03,9.224050045013427734e-01
2.283000000000000000e+03,9.071090221405029297e-01
2.284000000000000000e+03,8.949400186538696289e-01
2.285000000000000000e+03,8.835880160331726074e-01
2.286000000000000000e+03,8.554890155792236328e-01
2.287000000000000000e+03,8.238760232925415039e-01
2.288000000000000000e+03,7.848799824714660645e-01
2.289000244140625000e+03,7.440249919891357422e-01
2.290000000000000000e+03,6.985200047492980957e-01
2.291000000000000000e+03,6.516730189323425293e-01
2.292000000000000000e+03,6.025390028953552246e-01
2.293000000000000000e+03,5.526469945907592773e-01
2.294000000000000000e+03,5.026929974555969238e-01
2.295000000000000000e+03,4.526979923248291016e-01
2.296000000000000000e+03,4.039930105209350586e-01
2.297000000000000000e+03,3.555690050125122070e-01
2.298000244140625000e+03,3.157120048999786377e-01
2.299000000000000000e+03,2.782599925994873047e-01
2.300000000000000000e+03,2.446449995040893555e-01
2.301000000000000000e+03,2.122129946947097778e-01
2.302000000000000000e+03,1.861509978771209717e-01
2.303000000000000000e+03,1.617490053176879883e-01
2.304000000000000000e+03,1.414349973201751709e-01
2.305000000000000000e+03,1.220149993896484375e-01
2.306000000000000000e+03,1.065310016274452209e-01
2.307000000000000000e+03,9.202899783849716187e-02
2.308000000000000000e+03,8.026800304651260376e-02
2.309000000000000000e+03,6.927599757909774780e-02
2.310000000000000000e+03,6.070299819111824036e-02
2.310999755859375000e+03,5.270199850201606750e-02
2.312000244140625000e+03,4.633200168609619141e-02
2.313000000000000000e+03,4.040500149130821228e-02
2.314000000000000000e+03,3.563399985432624817e-02
2.315000000000000000e+03,3.121300041675567627e-02
2.316000244140625000e+03,2.751599997282028198e-02
2.317000000000000000e+03,2.400000020861625671e-02
2.318000000000000000e+03,2.126199938356876373e-02
2.319000000000000000e+03,1.868800073862075806e-02
2.320000000000000000e+03,1.656199991703033447e-02
2.321000000000000000e+03,1.454500015825033188e-02
2.322000000000000000e+03,1.293000020086765289e-02
2.323000000000000000e+03,1.142599992454051971e-02
2.324000000000000000e+03,1.015499979257583618e-02
2.325000000000000000e+03,8.958999998867511749e-03
2.326000000000000000e+03,7.992000319063663483e-03
2.327000000000000000e+03,7.087999954819679260e-03
2.328000000000000000e+03,6.347999908030033112e-03
2.329000000000000000e+03,5.642999894917011261e-03
2.330000000000000000e+03,5.018999800086021423e-03
2.331000000000000000e+03,4.414999857544898987e-03
2.332000000000000000e+03,3.902999917045235634e-03
2.333000000000000000e+03,3.420999972149729729e-03
2.334000000000000000e+03,3.024999983608722687e-03
2.335000000000000000e+03,2.650999929755926132e-03
2.336000000000000000e+03,2.339999889954924583e-03
2.337000000000000000e+03,2.046999987214803696e-03
2.338000000000000000e+03,1.795000047422945499e-03
2.339000000000000000e+03,1.553999958559870720e-03
2.340000000000000000e+03,1.344999996945261955e-03
2.341000000000000000e+03,1.144999987445771694e-03
2.342000000000000000e+03,9.740000241436064243e-04
2.343000000000000000e+03,8.110000053420662880e-04
2.344000000000000000e+03,6.799999973736703396e-04
2.345000244140625000e+03,5.600000149570405483e-04
2.346000000000000000e+03,4.400000034365803003e-04
2.347000000000000000e+03,3.199999919161200523e-04
2.348000000000000000e+03,2.169999934267252684e-04
2.349000000000000000e+03,1.189999966300092638e-04
2.350000000000000000e+03,2.800000038405414671e-05
2.351000000000000000e+03,0.000000000000000000e+00
2.352000000000000000e+03,0.000000000000000000e+00
2.353000000000000000e+03,0.000000000000000000e+00
2.354000000000000000e+03,0.000000000000000000e+00
2.355000000000000000e+03,0.000000000000000000e+00
