acquisition,cos_prisma_s2_real,cos_prisma_s2_synth,cos_s2_real_s2_synth,cosdist_prisma_s2_real,cosdist_prisma_s2_synth,cosdist_s2_real_s2_synth,l2_prisma_s2_real,l2_prisma_s2_synth,l2_s2_real_s2_synth
02-06-2025,0.8985690474510193,0.8602054715156555,0.9742639660835266,0.10143095254898071,0.13979452848434448,0.02573603391647339,0.9849304556846619,1.156483769416809,0.5021457076072693
16-06-2025,0.8514445424079895,0.8544892072677612,0.9726485013961792,0.1485554575920105,0.14551079273223877,0.0273514986038208,1.1845966577529907,1.1829725503921509,0.5157843828201294
29-08-2025,0.8452644944190979,0.8350317478179932,0.9823950529098511,0.1547355055809021,0.16496825218200684,0.017604947090148926,1.2136565446853638,1.259110689163208,0.4152374863624573
